,Positive,Neutral,Negative,Compound
1878,0.0,1.0,0.0,0.0
1879,0.0,1.0,0.0,0.0
1880,0.0,1.0,0.0,0.0
1881,0.0,1.0,0.0,0.0
1882,0.804,0.196,0.0,0.6249
1883,0.224,0.776,0.0,0.3818
1884,0.0,1.0,0.0,0.0
1885,0.181,0.819,0.0,0.3939
1886,1.0,0.0,0.0,0.7297
1887,0.0,1.0,0.0,0.0
1888,0.0,1.0,0.0,0.0
1889,1.0,0.0,0.0,0.876
1890,0.526,0.474,0.0,0.516
1891,0.726,0.274,0.0,0.9894
1892,0.0,1.0,0.0,0.0
1893,0.0,1.0,0.0,0.0
1894,0.318,0.682,0.0,0.4215
1895,1.0,0.0,0.0,0.4215
1896,0.0,1.0,0.0,0.0
1897,0.0,1.0,0.0,0.0
1898,0.0,1.0,0.0,0.0
1899,0.0,1.0,0.0,0.0
1900,0.0,1.0,0.0,0.0
1901,0.0,1.0,0.0,0.0
1902,0.0,1.0,0.0,0.0
1903,0.342,0.658,0.0,0.1531
1904,0.0,1.0,0.0,0.0
1905,0.898,0.102,0.0,0.9885
1906,0.0,1.0,0.0,0.0
1907,0.0,1.0,0.0,0.0
1908,0.0,1.0,0.0,0.0
1909,0.0,1.0,0.0,0.0
1910,0.0,1.0,0.0,0.0
1911,0.0,1.0,0.0,0.0
1912,0.0,1.0,0.0,0.0
1913,1.0,0.0,0.0,0.5994
1914,0.756,0.244,0.0,0.4754
1915,0.0,1.0,0.0,0.0
1916,0.86,0.14,0.0,0.7297
1917,0.394,0.606,0.0,0.0772
1918,0.677,0.323,0.0,0.6369
1919,0.0,1.0,0.0,0.0
1920,0.0,1.0,0.0,0.0
1921,0.526,0.474,0.0,0.516
1922,0.0,1.0,0.0,0.0
1923,0.0,1.0,0.0,0.0
1924,0.583,0.417,0.0,0.6369
1925,0.0,1.0,0.0,0.0
1926,0.0,1.0,0.0,0.0
1927,0.0,1.0,0.0,0.0
1928,0.277,0.723,0.0,0.3182
1929,0.0,1.0,0.0,0.0
1930,0.261,0.739,0.0,0.5574
1931,0.0,1.0,0.0,0.0
1932,0.0,1.0,0.0,0.0
1933,0.0,1.0,0.0,0.0
1934,0.0,1.0,0.0,0.0
1935,0.0,1.0,0.0,0.0
1936,0.0,1.0,0.0,0.0
1937,0.0,1.0,0.0,0.0
1938,0.0,1.0,0.0,0.0
1939,0.0,1.0,0.0,0.0
1940,0.0,1.0,0.0,0.0
1941,0.505,0.495,0.0,0.7297
1942,0.0,1.0,0.0,0.0
1943,0.0,1.0,0.0,0.0
1944,0.808,0.192,0.0,0.6369
1945,1.0,0.0,0.0,0.5994
1946,0.0,1.0,0.0,0.0
1947,0.808,0.192,0.0,0.6369
1948,0.0,1.0,0.0,0.0
1949,0.0,1.0,0.0,0.0
1950,0.0,1.0,0.0,0.0
1951,0.0,1.0,0.0,0.0
1952,0.14,0.86,0.0,0.0772
1953,0.0,1.0,0.0,0.0
1954,0.0,1.0,0.0,0.0
1955,0.286,0.714,0.0,0.34
1956,0.0,1.0,0.0,0.0
1957,0.0,1.0,0.0,0.0
1958,0.286,0.714,0.0,0.5859
1959,0.0,1.0,0.0,0.0
1960,0.0,1.0,0.0,0.0
1961,0.0,1.0,0.0,0.0
1962,0.0,1.0,0.0,0.0
1963,0.302,0.698,0.0,0.0772
1964,0.0,1.0,0.0,0.0
1965,0.056,0.826,0.118,-0.4019
1966,0.0,1.0,0.0,0.0
1967,0.0,1.0,0.0,0.0
1968,0.0,1.0,0.0,0.0
1969,0.0,1.0,0.0,0.0
1970,0.0,1.0,0.0,0.0
1971,0.0,1.0,0.0,0.0
1972,0.0,1.0,0.0,0.0
1973,0.0,1.0,0.0,0.0
1974,0.0,1.0,0.0,0.0
1975,1.0,0.0,0.0,0.9736
1976,1.0,0.0,0.0,0.9932
1977,0.0,1.0,0.0,0.0
1978,0.786,0.214,0.0,0.9545
1979,0.597,0.403,0.0,0.8126
1980,0.318,0.682,0.0,0.6369
1981,0.25,0.75,0.0,0.516
1982,0.0,1.0,0.0,0.0
1983,0.0,1.0,0.0,0.0
1984,1.0,0.0,0.0,0.4215
1985,0.0,1.0,0.0,0.0
1986,0.294,0.706,0.0,0.3612
1987,0.0,1.0,0.0,0.0
1988,0.0,1.0,0.0,0.0
1989,0.0,1.0,0.0,0.0
1990,0.0,0.0,1.0,-0.5423
1991,0.0,1.0,0.0,0.0
1992,0.0,1.0,0.0,0.0
1993,0.206,0.794,0.0,0.0772
1994,0.447,0.319,0.234,0.4588
1995,0.762,0.238,0.0,0.93
1996,1.0,0.0,0.0,0.6249
1997,0.394,0.606,0.0,0.0772
1998,0.263,0.737,0.0,0.3612
1999,0.0,1.0,0.0,0.0
2000,0.0,1.0,0.0,0.0
2001,0.447,0.319,0.234,0.4588
2002,0.296,0.704,0.0,0.6369
2003,0.0,0.756,0.244,-0.4404
2004,0.611,0.389,0.0,0.875
2005,0.382,0.182,0.436,0.1027
2006,0.0,0.953,0.047,-0.2732
2007,0.205,0.795,0.0,0.4754
2008,1.0,0.0,0.0,0.4404
2009,1.0,0.0,0.0,0.6369
2010,1.0,0.0,0.0,0.4404
2011,0.677,0.323,0.0,0.6369
2012,0.808,0.192,0.0,0.6369
2013,0.808,0.192,0.0,0.6369
2014,0.0,1.0,0.0,0.0
2015,0.0,1.0,0.0,0.0
2016,0.0,1.0,0.0,0.0
2017,0.0,1.0,0.0,0.0
2018,0.0,1.0,0.0,0.0
2019,0.0,1.0,0.0,0.0
2020,0.0,1.0,0.0,0.0
2021,0.0,1.0,0.0,0.0
2022,0.0,1.0,0.0,0.0
2023,1.0,0.0,0.0,0.9736
2024,0.677,0.323,0.0,0.6369
2025,0.0,1.0,0.0,0.0
2026,0.302,0.698,0.0,0.0772
2027,0.591,0.409,0.0,0.9808
2028,0.0,1.0,0.0,0.0
2029,0.0,1.0,0.0,0.0
2030,0.0,1.0,0.0,0.0
2031,0.075,0.925,0.0,0.0772
2032,0.583,0.417,0.0,0.6369
2033,0.948,0.052,0.0,0.9545
2034,0.0,1.0,0.0,0.0
2035,0.0,1.0,0.0,0.0
2036,0.0,1.0,0.0,0.0
2037,0.0,1.0,0.0,0.0
2038,0.762,0.238,0.0,0.4927
2039,0.907,0.093,0.0,0.8679
2040,1.0,0.0,0.0,0.6369
2041,1.0,0.0,0.0,0.5994
2042,0.0,1.0,0.0,0.0
2043,1.0,0.0,0.0,0.9912
2044,1.0,0.0,0.0,0.9912
2045,0.0,1.0,0.0,0.0
2046,0.0,1.0,0.0,0.0
2047,0.0,1.0,0.0,0.0
2048,0.0,1.0,0.0,0.0
2049,0.0,0.909,0.091,-0.2732
2050,0.0,1.0,0.0,0.0
2051,0.0,1.0,0.0,0.0
2052,0.385,0.615,0.0,0.3612
2053,0.0,1.0,0.0,0.0
2054,0.0,1.0,0.0,0.0
2055,0.524,0.476,0.0,0.5106
2056,0.444,0.556,0.0,0.802
2057,1.0,0.0,0.0,0.6369
2058,0.925,0.075,0.0,0.9736
2059,0.0,1.0,0.0,0.0
2060,0.0,1.0,0.0,0.0
2061,0.0,1.0,0.0,0.0
2062,1.0,0.0,0.0,0.4215
2063,0.0,1.0,0.0,0.0
2064,0.0,1.0,0.0,0.0
2065,0.0,1.0,0.0,0.0
2066,0.0,1.0,0.0,0.0
2067,0.25,0.75,0.0,0.4588
2068,0.0,1.0,0.0,0.0
2069,0.0,1.0,0.0,0.0
2070,0.0,1.0,0.0,0.0
2071,0.0,1.0,0.0,0.0
2072,0.583,0.417,0.0,0.6369
2073,0.0,1.0,0.0,0.0
2074,0.302,0.698,0.0,0.0772
2075,1.0,0.0,0.0,0.9932
2076,0.943,0.057,0.0,0.9938
2077,0.793,0.184,0.023,0.9976
2078,0.0,1.0,0.0,0.0
2079,0.0,1.0,0.0,0.0
2080,0.0,1.0,0.0,0.0
2081,0.0,1.0,0.0,0.0
2082,0.394,0.606,0.0,0.0772
2083,1.0,0.0,0.0,0.5994
2084,0.784,0.12,0.096,0.9529
2085,0.333,0.667,0.0,0.4588
2086,0.178,0.822,0.0,0.3818
2087,0.0,1.0,0.0,0.0
2088,1.0,0.0,0.0,0.5994
2089,0.0,1.0,0.0,0.0
2090,0.0,1.0,0.0,0.0
2091,0.223,0.777,0.0,0.3182
2092,0.0,1.0,0.0,0.0
2093,0.0,1.0,0.0,0.0
2094,1.0,0.0,0.0,0.5994
2095,1.0,0.0,0.0,0.9545
2096,0.494,0.506,0.0,0.5994
2097,0.0,1.0,0.0,0.0
2098,0.0,1.0,0.0,0.0
2099,0.0,1.0,0.0,0.0
2100,0.0,1.0,0.0,0.0
2101,0.0,1.0,0.0,0.0
2102,0.474,0.526,0.0,0.3818
2103,0.474,0.526,0.0,0.2023
2104,0.0,1.0,0.0,0.0
2105,0.0,1.0,0.0,0.0
2106,0.0,1.0,0.0,0.0
2107,0.672,0.328,0.0,0.6249
2108,0.583,0.417,0.0,0.8555
2109,0.0,1.0,0.0,0.0
2110,0.316,0.526,0.158,0.4588
2111,0.0,1.0,0.0,0.0
2112,0.0,1.0,0.0,0.0
2113,0.0,1.0,0.0,0.0
2114,0.0,1.0,0.0,0.0
2115,0.0,1.0,0.0,0.0
2116,0.0,1.0,0.0,0.0
2117,0.583,0.417,0.0,0.6369
2118,0.394,0.606,0.0,0.3818
2119,0.313,0.522,0.164,0.4588
2120,0.0,1.0,0.0,0.0
2121,1.0,0.0,0.0,0.9055
2122,0.302,0.698,0.0,0.0772
2123,0.63,0.37,0.0,0.8591
2124,0.0,1.0,0.0,0.0
2125,0.583,0.417,0.0,0.6369
2126,0.0,0.694,0.306,-0.296
2127,0.596,0.404,0.0,0.7096
2128,0.607,0.393,0.0,0.4754
2129,0.607,0.393,0.0,0.4754
2130,0.423,0.577,0.0,0.5256
2131,0.423,0.577,0.0,0.5256
2132,0.0,1.0,0.0,0.0
2133,0.0,1.0,0.0,0.0
2134,0.0,1.0,0.0,0.0
2135,0.661,0.339,0.0,0.5994
2136,0.107,0.893,0.0,0.2023
2137,0.0,1.0,0.0,0.0
2138,0.0,1.0,0.0,0.0
2139,0.0,1.0,0.0,0.0
2140,0.0,0.0,0.0,0.0
2141,0.0,1.0,0.0,0.0
2142,0.695,0.305,0.0,0.9081
2143,0.0,1.0,0.0,0.0
2144,0.0,0.8,0.2,-0.128
2145,0.0,1.0,0.0,0.0
2146,0.661,0.339,0.0,0.5994
2147,0.0,1.0,0.0,0.0
2148,0.697,0.303,0.0,0.3182
2149,0.677,0.323,0.0,0.6369
2150,0.0,1.0,0.0,0.0
2151,0.0,0.476,0.524,-0.296
2152,0.228,0.659,0.114,0.4404
2153,0.0,1.0,0.0,0.0
2154,0.891,0.109,0.0,0.9736
2155,0.0,1.0,0.0,0.0
2156,0.0,1.0,0.0,0.0
2157,0.0,1.0,0.0,0.0
2158,0.524,0.476,0.0,0.5106
2159,0.0,1.0,0.0,0.0
2160,0.756,0.244,0.0,0.4754
2161,0.677,0.323,0.0,0.6369
2162,0.0,1.0,0.0,0.0
2163,0.0,1.0,0.0,0.0
2164,0.0,1.0,0.0,0.0
2165,0.677,0.323,0.0,0.8555
2166,0.677,0.323,0.0,0.8555
2167,0.677,0.323,0.0,0.8555
2168,0.677,0.323,0.0,0.8555
2169,0.737,0.263,0.0,0.8555
2170,0.0,1.0,0.0,0.0
2171,0.0,1.0,0.0,0.0
2172,0.0,0.811,0.189,-0.9559
2173,0.412,0.588,0.0,0.6369
2174,0.0,1.0,0.0,0.0
2175,1.0,0.0,0.0,0.6369
2176,1.0,0.0,0.0,0.4404
2177,1.0,0.0,0.0,0.5994
2178,1.0,0.0,0.0,0.4404
2179,0.744,0.256,0.0,0.4404
2180,1.0,0.0,0.0,0.6369
2181,0.808,0.192,0.0,0.6369
2182,1.0,0.0,0.0,0.4404
2183,0.808,0.192,0.0,0.6369
2184,0.0,1.0,0.0,0.0
2185,0.808,0.192,0.0,0.6369
2186,0.808,0.192,0.0,0.6369
2187,0.0,1.0,0.0,0.0
2188,0.0,1.0,0.0,0.0
2189,0.0,1.0,0.0,0.0
2190,0.0,1.0,0.0,0.0
2191,0.0,1.0,0.0,0.0
2192,0.0,1.0,0.0,0.0
2193,0.0,1.0,0.0,0.0
2194,0.0,1.0,0.0,0.0
2195,0.0,1.0,0.0,0.0
2196,0.0,1.0,0.0,0.0
2197,0.0,1.0,0.0,0.0
2198,1.0,0.0,0.0,0.9545
2199,0.0,0.4,0.6,-0.128
2200,0.512,0.488,0.0,0.6369
2201,0.0,1.0,0.0,0.0
2202,0.0,1.0,0.0,0.0
2203,0.0,1.0,0.0,0.0
2204,0.0,1.0,0.0,0.0
2205,0.069,0.931,0.0,0.4939
2206,0.296,0.704,0.0,0.6369
2207,0.0,1.0,0.0,0.0
2208,1.0,0.0,0.0,0.4404
2209,0.0,1.0,0.0,0.0
2210,0.0,1.0,0.0,0.0
2211,0.0,1.0,0.0,0.0
2212,0.583,0.417,0.0,0.6369
2213,1.0,0.0,0.0,0.9736
2214,0.0,1.0,0.0,0.0
2215,0.115,0.885,0.0,0.0772
2216,0.0,1.0,0.0,0.0
2217,0.0,1.0,0.0,0.0
2218,0.286,0.714,0.0,0.25
2219,1.0,0.0,0.0,0.5994
2220,0.677,0.323,0.0,0.6369
2221,0.0,1.0,0.0,0.0
2222,0.968,0.032,0.0,0.9829
2223,1.0,0.0,0.0,0.5994
2224,0.65,0.35,0.0,0.2168
2225,0.0,1.0,0.0,0.0
2226,0.0,1.0,0.0,0.0
2227,0.0,1.0,0.0,0.0
2228,0.655,0.345,0.0,0.5859
2229,0.0,1.0,0.0,0.0
2230,0.0,1.0,0.0,0.0
2231,0.225,0.775,0.0,0.4404
2232,0.64,0.36,0.0,0.7964
2233,0.0,0.645,0.355,-0.296
2234,0.0,0.645,0.355,-0.296
2235,0.0,1.0,0.0,0.0
2236,0.115,0.885,0.0,0.0772
2237,0.492,0.508,0.0,0.4404
2238,0.0,1.0,0.0,0.0
2239,0.0,1.0,0.0,0.0
2240,0.162,0.838,0.0,0.5688
2241,0.494,0.506,0.0,0.4404
2242,0.25,0.75,0.0,0.4588
2243,0.0,1.0,0.0,0.0
2244,1.0,0.0,0.0,0.5719
2245,0.0,1.0,0.0,0.0
2246,0.0,1.0,0.0,0.0
2247,0.0,1.0,0.0,0.0
2248,1.0,0.0,0.0,0.988
2249,0.0,1.0,0.0,0.0
2250,0.0,1.0,0.0,0.0
2251,0.0,0.645,0.355,-0.296
2252,0.0,1.0,0.0,0.0
2253,0.0,0.476,0.524,-0.296
2254,0.0,1.0,0.0,0.0
2255,0.0,1.0,0.0,0.0
2256,0.29,0.71,0.0,0.8402
2257,0.31,0.69,0.0,0.802
2258,0.0,0.891,0.109,-0.4019
2259,0.206,0.794,0.0,0.0772
2260,0.302,0.698,0.0,0.0772
2261,0.302,0.698,0.0,0.0772
2262,0.808,0.192,0.0,0.6369
2263,0.0,1.0,0.0,0.0
2264,0.808,0.192,0.0,0.6369
2265,0.808,0.192,0.0,0.6369
2266,1.0,0.0,0.0,0.6369
2267,0.808,0.192,0.0,0.6369
2268,1.0,0.0,0.0,0.9545
2269,1.0,0.0,0.0,0.9055
2270,0.754,0.246,0.0,0.9736
2271,0.0,1.0,0.0,0.0
2272,0.0,1.0,0.0,0.0
2273,1.0,0.0,0.0,0.7717
2274,0.0,1.0,0.0,0.0
2275,0.262,0.738,0.0,0.5994
2276,0.654,0.346,0.0,0.5827
2277,0.0,0.655,0.345,-0.7003
2278,0.0,1.0,0.0,0.0
2279,0.0,1.0,0.0,0.0
2280,0.932,0.068,0.0,0.9787
2281,0.0,1.0,0.0,0.0
2282,0.0,0.476,0.524,-0.296
2283,0.677,0.323,0.0,0.6369
2284,0.0,1.0,0.0,0.0
2285,0.0,1.0,0.0,0.0
2286,0.444,0.556,0.0,0.8625
2287,0.0,1.0,0.0,0.0
2288,0.0,1.0,0.0,0.0
2289,0.0,1.0,0.0,0.0
2290,1.0,0.0,0.0,0.9055
2291,0.0,1.0,0.0,0.0
2292,1.0,0.0,0.0,0.988
2293,0.0,1.0,0.0,0.0
2294,0.0,1.0,0.0,0.0
2295,0.0,1.0,0.0,0.0
2296,0.0,1.0,0.0,0.0
2297,0.0,1.0,0.0,0.0
2298,0.0,1.0,0.0,0.0
2299,0.0,1.0,0.0,0.0
2300,0.0,1.0,0.0,0.0
2301,0.0,1.0,0.0,0.0
2302,0.0,1.0,0.0,0.0
2303,0.696,0.304,0.0,0.9705
2304,0.0,1.0,0.0,0.0
2305,0.0,1.0,0.0,0.0
2306,0.754,0.246,0.0,0.9545
2307,0.754,0.246,0.0,0.9055
2308,0.836,0.164,0.0,0.9829
2309,0.648,0.352,0.0,0.9545
2310,0.0,1.0,0.0,0.0
2311,0.42,0.58,0.0,0.4404
2312,0.412,0.588,0.0,0.6369
2313,1.0,0.0,0.0,0.6369
2314,1.0,0.0,0.0,0.6369
2315,1.0,0.0,0.0,0.6369
2316,1.0,0.0,0.0,0.4404
2317,1.0,0.0,0.0,0.6369
2318,1.0,0.0,0.0,0.6369
2319,1.0,0.0,0.0,0.6369
2320,1.0,0.0,0.0,0.6369
2321,1.0,0.0,0.0,0.4404
2322,1.0,0.0,0.0,0.6369
2323,1.0,0.0,0.0,0.6369
2324,1.0,0.0,0.0,0.6369
2325,1.0,0.0,0.0,0.6369
2326,1.0,0.0,0.0,0.6369
2327,1.0,0.0,0.0,0.4404
2328,1.0,0.0,0.0,0.6369
2329,1.0,0.0,0.0,0.4404
2330,1.0,0.0,0.0,0.6369
2331,0.0,1.0,0.0,0.0
2332,1.0,0.0,0.0,0.6369
2333,1.0,0.0,0.0,0.6369
2334,1.0,0.0,0.0,0.6369
2335,1.0,0.0,0.0,0.6369
2336,1.0,0.0,0.0,0.6369
2337,1.0,0.0,0.0,0.4404
2338,1.0,0.0,0.0,0.6369
2339,1.0,0.0,0.0,0.4404
2340,1.0,0.0,0.0,0.4404
2341,1.0,0.0,0.0,0.4404
2342,1.0,0.0,0.0,0.6369
2343,0.0,1.0,0.0,0.0
2344,1.0,0.0,0.0,0.9545
2345,0.365,0.635,0.0,0.3182
2346,0.0,1.0,0.0,0.0
2347,0.773,0.227,0.0,0.9829
2348,1.0,0.0,0.0,0.7297
2349,0.0,1.0,0.0,0.0
2350,0.0,0.656,0.344,-0.2732
2351,0.167,0.833,0.0,0.4588
2352,0.0,1.0,0.0,0.0
2353,0.583,0.417,0.0,0.6369
2354,0.0,1.0,0.0,0.0
2355,0.412,0.588,0.0,0.6369
2356,0.0,1.0,0.0,0.0
2357,0.0,0.0,0.0,0.0
2358,0.0,1.0,0.0,0.0
2359,0.0,1.0,0.0,0.0
2360,0.677,0.323,0.0,0.6369
2361,0.0,1.0,0.0,0.0
2362,0.0,1.0,0.0,0.0
2363,0.552,0.448,0.0,0.7506
2364,0.459,0.541,0.0,0.8807
2365,0.0,0.698,0.302,-0.3818
2366,0.417,0.583,0.0,0.6486
2367,0.284,0.716,0.0,0.9055
2368,0.796,0.204,0.0,0.5994
2369,0.0,1.0,0.0,0.0
2370,1.0,0.0,0.0,0.4215
2371,1.0,0.0,0.0,0.5994
2372,0.0,0.75,0.25,-0.25
2373,0.0,1.0,0.0,0.0
2374,0.565,0.435,0.0,0.5994
2375,0.412,0.588,0.0,0.6369
2376,0.0,1.0,0.0,0.0
2377,0.0,1.0,0.0,0.0
2378,0.412,0.588,0.0,0.6369
2379,0.0,1.0,0.0,0.0
2380,0.0,1.0,0.0,0.0
2381,0.601,0.399,0.0,0.8192
2382,0.0,0.761,0.239,-0.296
2383,0.0,1.0,0.0,0.0
2384,0.444,0.556,0.0,0.802
2385,0.4,0.6,0.0,0.719
2386,0.0,1.0,0.0,0.0
2387,0.0,1.0,0.0,0.0
2388,1.0,0.0,0.0,0.9736
2389,0.0,1.0,0.0,0.0
2390,0.0,1.0,0.0,0.0
2391,0.744,0.256,0.0,0.4404
2392,1.0,0.0,0.0,0.4215
2393,0.37,0.63,0.0,0.9068
2394,0.457,0.543,0.0,0.6369
2395,0.0,1.0,0.0,0.0
2396,0.0,1.0,0.0,0.0
2397,0.0,1.0,0.0,0.0
2398,0.0,1.0,0.0,0.0
2399,0.206,0.794,0.0,0.3818
2400,0.0,1.0,0.0,0.0
2401,0.0,1.0,0.0,0.0
2402,0.899,0.101,0.0,0.8374
2403,0.0,1.0,0.0,0.0
2404,0.0,1.0,0.0,0.0
2405,0.0,1.0,0.0,0.0
2406,0.0,1.0,0.0,0.0
2407,0.412,0.588,0.0,0.6369
2408,0.0,1.0,0.0,0.0
2409,0.0,1.0,0.0,0.0
2410,0.0,1.0,0.0,0.0
2411,0.677,0.323,0.0,0.6369
2412,0.677,0.323,0.0,0.6369
2413,0.512,0.488,0.0,0.6369
2414,0.429,0.571,0.0,0.4588
2415,0.462,0.538,0.0,0.7184
2416,0.0,1.0,0.0,0.0
2417,0.0,1.0,0.0,0.0
2418,0.0,1.0,0.0,0.0
2419,0.0,1.0,0.0,0.0
2420,0.0,1.0,0.0,0.0
2421,0.0,1.0,0.0,0.0
2422,0.0,1.0,0.0,0.0
2423,0.0,1.0,0.0,0.0
2424,0.0,1.0,0.0,0.0
2425,0.0,1.0,0.0,0.0
2426,0.0,1.0,0.0,0.0
2427,0.0,1.0,0.0,0.0
2428,0.0,1.0,0.0,0.0
2429,0.318,0.682,0.0,0.6369
2430,0.223,0.777,0.0,0.3182
2431,0.0,1.0,0.0,0.0
2432,0.427,0.573,0.0,0.8658
2433,0.754,0.246,0.0,0.9736
2434,0.0,1.0,0.0,0.0
2435,0.507,0.493,0.0,0.802
2436,0.412,0.588,0.0,0.6369
2437,0.677,0.323,0.0,0.8555
2438,0.058,0.942,0.0,0.0772
2439,0.0,1.0,0.0,0.0
2440,0.0,1.0,0.0,0.0
2441,0.0,1.0,0.0,0.0
2442,0.0,1.0,0.0,0.0
2443,0.444,0.556,0.0,0.802
2444,0.0,1.0,0.0,0.0
2445,0.436,0.564,0.0,0.5949
2446,0.0,1.0,0.0,0.0
2447,0.0,1.0,0.0,0.0
2448,0.0,1.0,0.0,0.0
2449,0.0,1.0,0.0,0.0
2450,0.0,1.0,0.0,0.0
2451,0.516,0.484,0.0,0.4927
2452,1.0,0.0,0.0,0.4215
2453,0.444,0.556,0.0,0.802
2454,1.0,0.0,0.0,0.4404
2455,0.0,1.0,0.0,0.0
2456,0.0,1.0,0.0,0.0
2457,0.0,1.0,0.0,0.0
2458,0.0,1.0,0.0,0.0
2459,0.0,0.526,0.474,-0.4019
2460,1.0,0.0,0.0,0.4215
2461,0.0,1.0,0.0,0.0
2462,0.821,0.179,0.0,0.9545
2463,0.0,0.606,0.394,-0.3818
2464,0.0,1.0,0.0,0.0
2465,0.0,1.0,0.0,0.0
2466,0.178,0.822,0.0,0.0772
2467,0.245,0.755,0.0,0.0772
2468,0.0,1.0,0.0,0.0
2469,0.366,0.634,0.0,0.8494
2470,0.0,1.0,0.0,0.0
2471,0.0,1.0,0.0,0.0
2472,0.854,0.146,0.0,0.9759
2473,0.0,1.0,0.0,0.0
2474,0.44,0.44,0.119,0.9538
2475,1.0,0.0,0.0,0.4215
2476,0.583,0.417,0.0,0.6369
2477,0.0,1.0,0.0,0.0
2478,0.0,1.0,0.0,0.0
2479,0.0,1.0,0.0,0.0
2480,0.0,1.0,0.0,0.0
2481,0.0,1.0,0.0,0.0
2482,0.0,1.0,0.0,0.0
2483,0.271,0.729,0.0,0.3818
2484,0.565,0.435,0.0,0.0772
2485,0.0,1.0,0.0,0.0
2486,0.0,1.0,0.0,0.0
2487,0.0,1.0,0.0,0.0
2488,0.29,0.71,0.0,0.6486
2489,1.0,0.0,0.0,0.4404
2490,0.0,1.0,0.0,0.0
2491,0.0,1.0,0.0,0.0
2492,0.365,0.635,0.0,0.3182
2493,1.0,0.0,0.0,0.988
2494,1.0,0.0,0.0,0.9736
2495,0.594,0.262,0.144,0.7824
2496,0.0,1.0,0.0,0.0
2497,0.0,1.0,0.0,0.0
2498,0.808,0.192,0.0,0.6369
2499,0.507,0.493,0.0,0.802
2500,0.541,0.459,0.0,0.7096
2501,0.512,0.488,0.0,0.6369
2502,0.887,0.113,0.0,0.9908
2503,0.671,0.25,0.079,0.9559
2504,0.869,0.131,0.0,0.9787
2505,0.961,0.039,0.0,0.9935
2506,1.0,0.0,0.0,0.9055
2507,0.427,0.573,0.0,0.9657
2508,0.0,1.0,0.0,0.0
2509,0.0,1.0,0.0,0.0
2510,0.0,1.0,0.0,0.0
2511,0.0,1.0,0.0,0.0
2512,0.0,1.0,0.0,0.0
2513,0.0,1.0,0.0,0.0
2514,0.0,1.0,0.0,0.0
2515,0.0,1.0,0.0,0.0
2516,0.0,1.0,0.0,0.0
2517,0.0,1.0,0.0,0.0
2518,0.0,1.0,0.0,0.0
2519,0.0,1.0,0.0,0.0
2520,1.0,0.0,0.0,0.5994
2521,0.508,0.492,0.0,0.4754
2522,1.0,0.0,0.0,0.9055
2523,0.0,0.393,0.607,-0.4754
2524,0.0,0.659,0.341,-0.4767
2525,0.58,0.42,0.0,0.9603
2526,0.0,1.0,0.0,0.0
2527,0.0,1.0,0.0,0.0
2528,0.0,1.0,0.0,0.0
2529,0.0,1.0,0.0,0.0
2530,0.0,1.0,0.0,0.0
2531,0.0,1.0,0.0,0.0
2532,0.0,1.0,0.0,0.0
2533,0.697,0.303,0.0,0.3182
2534,0.0,1.0,0.0,0.0
2535,0.0,1.0,0.0,0.0
2536,0.4,0.6,0.0,0.7184
2537,0.56,0.44,0.0,0.8807
2538,0.0,1.0,0.0,0.0
2539,0.0,1.0,0.0,0.0
2540,0.677,0.323,0.0,0.6369
2541,0.0,0.937,0.063,-0.2732
2542,0.0,0.488,0.512,-0.2732
2543,1.0,0.0,0.0,0.6597
2544,0.592,0.408,0.0,0.4404
2545,0.0,1.0,0.0,0.0
2546,0.344,0.656,0.0,0.6369
2547,0.0,0.27,0.73,-0.4019
2548,0.0,1.0,0.0,0.0
2549,0.0,1.0,0.0,0.0
2550,0.375,0.625,0.0,0.4588
2551,0.583,0.417,0.0,0.6369
2552,0.434,0.566,0.0,0.3182
2553,0.583,0.417,0.0,0.6369
2554,0.808,0.192,0.0,0.6369
2555,0.0,1.0,0.0,0.0
2556,0.0,1.0,0.0,0.0
2557,0.0,1.0,0.0,0.0
2558,0.677,0.323,0.0,0.6369
2559,0.0,1.0,0.0,0.0
2560,0.0,1.0,0.0,0.0
2561,0.0,1.0,0.0,0.0
2562,0.0,1.0,0.0,0.0
2563,0.808,0.192,0.0,0.6369
2564,0.808,0.192,0.0,0.6369
2565,0.808,0.192,0.0,0.6369
2566,0.365,0.635,0.0,0.3182
2567,0.0,1.0,0.0,0.0
2568,0.677,0.323,0.0,0.6369
2569,0.6,0.4,0.0,0.8176
2570,0.0,1.0,0.0,0.0
2571,0.677,0.323,0.0,0.6369
2572,0.0,1.0,0.0,0.0
2573,0.0,1.0,0.0,0.0
2574,0.4,0.6,0.0,0.9818
2575,0.0,1.0,0.0,0.0
2576,0.324,0.676,0.0,0.34
2577,0.0,1.0,0.0,0.0
2578,0.0,1.0,0.0,0.0
2579,0.0,1.0,0.0,0.0
2580,0.0,1.0,0.0,0.0
2581,0.0,1.0,0.0,0.0
2582,0.0,1.0,0.0,0.0
2583,0.0,1.0,0.0,0.0
2584,0.0,1.0,0.0,0.0
2585,0.375,0.625,0.0,0.6369
2586,1.0,0.0,0.0,0.9545
2587,0.0,1.0,0.0,0.0
2588,0.0,1.0,0.0,0.0
2589,0.0,0.577,0.423,-0.296
2590,0.0,1.0,0.0,0.0
2591,0.0,1.0,0.0,0.0
2592,0.0,1.0,0.0,0.0
2593,0.0,0.0,0.0,0.0
2594,0.346,0.654,0.0,0.6486
